unique sample ID or species Name,Which image file (or paper for modern),which object number,KPg. 66.04; Modern=0,type name
SampleID,Image,ObjNum,Age,Type
DSDP-596-P033-L49-2H-5W-129-131cm-g106_Hwell_N1of1,DSDP-596-P033-L49-2H-5W-129-131cm-g106_Hwell_N1of1_obj00008,8,29.14,Square Kite with Nodules
DSDP-596-P033-L49-2H-5W-129-131cm-g106_Hwell_N1of1,DSDP-596-P033-L49-2H-5W-129-131cm-g106_Hwell_N1of1_obj00017,17,29.14,Kite-Like
DSDP-596-P033-L49-2H-5W-129-131cm-g106_Hwell_N1of1,DSDP-596-P033-L49-2H-5W-129-131cm-g106_Hwell_N1of1_obj00022,22,29.14,Cruciform Fragment
DSDP-596-P033-L49-2H-5W-129-131cm-g106_Hwell_N1of1,DSDP-596-P033-L49-2H-5W-129-131cm-g106_Hwell_N1of1_obj00004,4,29.14,Bilateral Fan
DSDP-596-P033-L49-2H-5W-129-131cm-g106_Hwell_N1of1,DSDP-596-P033-L49-2H-5W-129-131cm-g106_Hwell_N1of1_obj00014,14,29.14,z
DSDP-596-P033-L49-2H-5W-129-131cm-g106_Hwell_N1of1,DSDP-596-P033-L49-2H-5W-129-131cm-g106_Hwell_N1of1_obj00018,18,29.14,Cruciform Fragment
DSDP-596-P033-L49-2H-5W-129-131cm-g106_Hwell_N1of1,DSDP-596-P033-L49-2H-5W-129-131cm-g106_Hwell_N1of1_obj00032,32,29.14,GenLin
DSDP-596-P033-L49-2H-5W-129-131cm-g106_Hwell_N1of1,DSDP-596-P033-L49-2H-5W-129-131cm-g106_Hwell_N1of1_obj00005,5,29.14,Bilateral Polygon
DSDP-596-P033-L49-2H-5W-129-131cm-g106_Hwell_N1of1,DSDP-596-P033-L49-2H-5W-129-131cm-g106_Hwell_N1of1_obj00024,24,29.14,Generic Single Dimpled Complex Polygon
DSDP-596-P033-L49-2H-5W-129-131cm-g106_Hwell_N1of1,DSDP-596-P033-L49-2H-5W-129-131cm-g106_Hwell_N1of1_obj00026,26,29.14,Many Celled
DSDP-596-P033-L49-2H-5W-129-131cm-g106_Hwell_N1of1,DSDP-596-P033-L49-2H-5W-129-131cm-g106_Hwell_N1of1_obj00025,25,29.14,Ridged Circle
DSDP-596-P033-L49-2H-5W-129-131cm-g106_Hwell_N1of1,DSDP-596-P033-L49-2H-5W-129-131cm-g106_Hwell_N1of1_obj00010,10,29.14,GenLin
DSDP-596-P033-L49-2H-5W-129-131cm-g106_Hwell_N1of1,DSDP-596-P033-L49-2H-5W-129-131cm-g106_Hwell_N1of1_obj00027,27,29.14,Bilateral Polygon
DSDP-596-P033-L49-2H-5W-129-131cm-g106_Hwell_N1of1,DSDP-596-P033-L49-2H-5W-129-131cm-g106_Hwell_N1of1_obj00012,12,29.14,z
DSDP-596-P033-L49-2H-5W-129-131cm-g106_Hwell_N1of1,DSDP-596-P033-L49-2H-5W-129-131cm-g106_Hwell_N1of1_obj00011,11,29.14,High Ridged Diamond
DSDP-596-P033-L49-2H-5W-129-131cm-g106_Hwell_N1of1,DSDP-596-P033-L49-2H-5W-129-131cm-g106_Hwell_N1of1_obj00019,19,29.14,GenGeo
DSDP-596-P033-L49-2H-5W-129-131cm-g106_Hwell_N1of1,DSDP-596-P033-L49-2H-5W-129-131cm-g106_Hwell_N1of1_obj00029,29,29.14,Cruciform Fragment
DSDP-596-P033-L49-2H-5W-129-131cm-g106_Hwell_N1of1,DSDP-596-P033-L49-2H-5W-129-131cm-g106_Hwell_N1of1_obj00020,20,29.14,Generic Kite
DSDP-596-P033-L49-2H-5W-129-131cm-g106_Hwell_N1of1,DSDP-596-P033-L49-2H-5W-129-131cm-g106_Hwell_N1of1_obj00016,16,29.14,GenLin
DSDP-596-P033-L49-2H-5W-129-131cm-g106_Hwell_N1of1,DSDP-596-P033-L49-2H-5W-129-131cm-g106_Hwell_N1of1_obj00023,23,29.14,GenLin
DSDP-596-P033-L49-2H-5W-129-131cm-g106_Hwell_N1of1,DSDP-596-P033-L49-2H-5W-129-131cm-g106_Hwell_N1of1_obj00013,13,29.14,Trident
DSDP-596-P033-L49-2H-5W-129-131cm-g106_Hwell_N1of1,DSDP-596-P033-L49-2H-5W-129-131cm-g106_Hwell_N1of1_obj00021,21,29.14,Big Three Ridge
DSDP-596-P034-M24-2H-5W-135-137cm-g106_Hwell_N1of1,DSDP-596-P034-M24-2H-5W-135-137cm-g106_obj00001,1,29.44,GenLin
DSDP-596-P034-M24-2H-5W-135-137cm-g106_Hwell_N1of1,DSDP-596-P034-M24-2H-5W-135-137cm-g106_obj00003,3,29.44,Many Celled Central Complex Polygon
DSDP-596-P034-M24-2H-5W-135-137cm-g106_Hwell_N1of1,DSDP-596-P034-M24-2H-5W-135-137cm-g106_obj00004,4,29.44,Two Ridged Shell
DSDP-596-P034-M24-2H-5W-135-137cm-g106_Hwell_N1of1,DSDP-596-P034-M24-2H-5W-135-137cm-g106_obj00005,5,29.44,GenLin
DSDP-596-P034-M24-2H-5W-135-137cm-g106_Hwell_N1of1,DSDP-596-P034-M24-2H-5W-135-137cm-g106_obj00006,6,29.44,Wrapped Trident
DSDP-596-P034-M24-2H-5W-135-137cm-g106_Hwell_N1of1,DSDP-596-P034-M24-2H-5W-135-137cm-g106_obj00007,7,29.44,Trident
DSDP-596-P034-M24-2H-5W-135-137cm-g106_Hwell_N1of1,DSDP-596-P034-M24-2H-5W-135-137cm-g106_obj00008,8,29.44,z
DSDP-596-P034-M24-2H-5W-135-137cm-g106_Hwell_N1of1,DSDP-596-P034-M24-2H-5W-135-137cm-g106_obj00009,9,29.44,Five Ridged Linear Fan
DSDP-596-P034-M24-2H-5W-135-137cm-g106_Hwell_N1of1,DSDP-596-P034-M24-2H-5W-135-137cm-g106_obj00013,13,29.44,Widespread Branching Crown
DSDP-596-P034-M24-2H-5W-135-137cm-g106_Hwell_N1of1,DSDP-596-P034-M24-2H-5W-135-137cm-g106_obj00014,14,29.44,Trident
DSDP-596-P034-M24-2H-5W-135-137cm-g106_Hwell_N1of1,DSDP-596-P034-M24-2H-5W-135-137cm-g106_obj00016,16,29.44,Five Ridged Linear Fan
DSDP-596-P034-M24-2H-5W-135-137cm-g106_Hwell_N1of1,DSDP-596-P034-M24-2H-5W-135-137cm-g106_obj00037,37,29.44,GenLin
DSDP-596-P035-M25-2H-5W-141-143cm-g106_Hwell_N1of1,DSDP-596-P035-M25-2H-5W-141-143cm-g106_obj00001,1,29.75,Many Ridged Linear Fan
DSDP-596-P035-M25-2H-5W-141-143cm-g106_Hwell_N1of1,DSDP-596-P035-M25-2H-5W-141-143cm-g106_obj00002,2,29.75,Trident
DSDP-596-P035-M25-2H-5W-141-143cm-g106_Hwell_N1of1,DSDP-596-P035-M25-2H-5W-141-143cm-g106_obj00003,3,29.75,Widespread Branching Crown
DSDP-596-P035-M25-2H-5W-141-143cm-g106_Hwell_N1of1,DSDP-596-P035-M25-2H-5W-141-143cm-g106_obj00004,4,29.75,Many Celled Central Complex Polygon
DSDP-596-P035-M25-2H-5W-141-143cm-g106_Hwell_N1of1,DSDP-596-P035-M25-2H-5W-141-143cm-g106_obj00005,5,29.75,Bilateral Polygon
DSDP-596-P035-M25-2H-5W-141-143cm-g106_Hwell_N1of1,DSDP-596-P035-M25-2H-5W-141-143cm-g106_obj00006,6,29.75,Trident
DSDP-596-P035-M25-2H-5W-141-143cm-g106_Hwell_N1of1,DSDP-596-P035-M25-2H-5W-141-143cm-g106_obj00007,7,29.75,Single Dimpled Pentagon
DSDP-596-P035-M25-2H-5W-141-143cm-g106_Hwell_N1of1,DSDP-596-P035-M25-2H-5W-141-143cm-g106_obj00008,8,29.75,Squished Kite
DSDP-596-P035-M25-2H-5W-141-143cm-g106_Hwell_N1of1,DSDP-596-P035-M25-2H-5W-141-143cm-g106_obj00009,9,29.75,Wrapped Trident
DSDP-596-P035-M25-2H-5W-141-143cm-g106_Hwell_N1of1,DSDP-596-P035-M25-2H-5W-141-143cm-g106_obj00010,10,29.75,Shallow Ridged Wide Crown
DSDP-596-P035-M25-2H-5W-141-143cm-g106_Hwell_N1of1,DSDP-596-P035-M25-2H-5W-141-143cm-g106_obj00011,11,29.75,Five Ridged Linear Fan
DSDP-596-P034-M26-2H-5W-145-147cm-g106_Hwell_N1of1,DSDP-596-P034-M26-2H-5W-145-147cm-g106_obj00001,1,29.97,GenLin
DSDP-596-P034-M26-2H-5W-145-147cm-g106_Hwell_N1of1,DSDP-596-P034-M26-2H-5W-145-147cm-g106_obj00002,2,29.97,GenLin
DSDP-596-P034-M26-2H-5W-145-147cm-g106_Hwell_N1of1,DSDP-596-P034-M26-2H-5W-145-147cm-g106_obj00003,3,29.97,Asymmetrical Kite with Oval Center
DSDP-596-P034-M26-2H-5W-145-147cm-g106_Hwell_N1of1,DSDP-596-P034-M26-2H-5W-145-147cm-g106_obj00004,4,29.97,Trident
DSDP-596-P034-M26-2H-5W-145-147cm-g106_Hwell_N1of1,DSDP-596-P034-M26-2H-5W-145-147cm-g106_obj00005,5,29.97,Trident
DSDP-596-P034-M26-2H-5W-145-147cm-g106_Hwell_N1of1,DSDP-596-P034-M26-2H-5W-145-147cm-g106_obj00006,6,29.97,Sharp Kite
DSDP-596-P034-M26-2H-5W-145-147cm-g106_Hwell_N1of1,DSDP-596-P034-M26-2H-5W-145-147cm-g106_obj00010,10,29.97,GenLin
DSDP-596-P034-M26-2H-5W-145-147cm-g106_Hwell_N1of1,DSDP-596-P034-M26-2H-5W-145-147cm-g106_obj00011,11,29.97,GenLin
DSDP-596-P034-M26-2H-5W-145-147cm-g106_Hwell_N1of1,DSDP-596-P034-M26-2H-5W-145-147cm-g106_obj00018,18,29.97,GenLin
DSDP-596-P035-M27-2H-6W-0-2cm-g106_Hwell_N1of1,DSDP-596-P035-M27-2H-6W-0-2cm-g106_obj00001,1,30.245,Five Ridged Linear Fan
DSDP-596-P035-M27-2H-6W-0-2cm-g106_Hwell_N1of1,DSDP-596-P035-M27-2H-6W-0-2cm-g106_obj00002,2,30.245,Crinkle Tops
DSDP-596-P035-M27-2H-6W-0-2cm-g106_Hwell_N1of1,DSDP-596-P035-M27-2H-6W-0-2cm-g106_obj00004,4,30.245,Trident
DSDP-596-P035-M27-2H-6W-0-2cm-g106_Hwell_N1of1,DSDP-596-P035-M27-2H-6W-0-2cm-g106_obj00006,6,30.245,Squished Kite
DSDP-596-P033-L50-2H-6W-5-7cm-g106_Hwell_N1of1,DSDP-596-P033-L50-2H-6W-5-7cm-g106_Hwell_N1of1_obj00002,2,30.52,Round Ridged Trident
DSDP-596-P033-L50-2H-6W-5-7cm-g106_Hwell_N1of1,DSDP-596-P033-L50-2H-6W-5-7cm-g106_Hwell_N1of1_obj00004,4,30.52,Whale Blow
DSDP-596-P033-L50-2H-6W-5-7cm-g106_Hwell_N1of1,DSDP-596-P033-L50-2H-6W-5-7cm-g106_Hwell_N1of1_obj00003,3,30.52,Branching and Flared Chunk
DSDP-596-P033-L50-2H-6W-5-7cm-g106_Hwell_N1of1,DSDP-596-P033-L50-2H-6W-5-7cm-g106_Hwell_N1of1_obj00001,1,30.52,Arrowhead
DSDP-596-P036-M29-2H-6W-10-12cm-g106_Hwell_N1of1,DSDP-596-P036-M29-2H-6W-10-12cm-g106_obj00001,1,30.795,GenLin
DSDP-596-P036-M29-2H-6W-10-12cm-g106_Hwell_N1of1,DSDP-596-P036-M29-2H-6W-10-12cm-g106_obj00002,2,30.795,GenLin
DSDP-596-P036-M29-2H-6W-10-12cm-g106_Hwell_N1of1,DSDP-596-P036-M29-2H-6W-10-12cm-g106_obj00003,3,30.795,GenLin
DSDP-596-P036-M29-2H-6W-10-12cm-g106_Hwell_N1of1,DSDP-596-P036-M29-2H-6W-10-12cm-g106_obj00004,4,30.795,Bilateral Polygon
DSDP-596-P036-M29-2H-6W-10-12cm-g106_Hwell_N1of1,DSDP-596-P036-M29-2H-6W-10-12cm-g106_obj00005,5,30.795,Five Thin Ridged Fan
DSDP-596-P036-M29-2H-6W-10-12cm-g106_Hwell_N1of1,DSDP-596-P036-M29-2H-6W-10-12cm-g106_obj00006,6,30.795,GenLin
DSDP-596-P036-M29-2H-6W-10-12cm-g106_Hwell_N1of1,DSDP-596-P036-M29-2H-6W-10-12cm-g106_obj00007,7,30.795,Kite with Bubble
DSDP-596-P036-M29-2H-6W-10-12cm-g106_Hwell_N1of1,DSDP-596-P036-M29-2H-6W-10-12cm-g106_obj00008,8,30.795,Many Celled Central Complex Polygon
DSDP-596-P036-M30-2H-6W-15-17cm-g106_Hwell_N1of1,DSDP-596-P036-M30-2H-6W-15-17cm-g106_obj00001,1,31.07,Wrinkly Kite
DSDP-596-P036-M30-2H-6W-15-17cm-g106_Hwell_N1of1,DSDP-596-P036-M30-2H-6W-15-17cm-g106_obj00002,2,31.07,Central Troughed Petal
DSDP-596-P036-M30-2H-6W-15-17cm-g106_Hwell_N1of1,DSDP-596-P036-M30-2H-6W-15-17cm-g106_obj00003,3,31.07,Four Ridged Linear Fan
DSDP-596-P037-M31-2H-6W-20-22cm-g106_Hwell_N1of1,DSDP-596-P037-M31-2H-6W-20-22cm-g106_obj00001,1,31.345,Many Celled Central Complex Polygon
DSDP-596-P037-M31-2H-6W-20-22cm-g106_Hwell_N1of1,DSDP-596-P037-M31-2H-6W-20-22cm-g106_obj00002,2,31.345,Crinkle Tops
DSDP-596-P037-M31-2H-6W-20-22cm-g106_Hwell_N1of1,DSDP-596-P037-M31-2H-6W-20-22cm-g106_obj00003,3,31.345,Five Ridged Linear Fan
DSDP-596-P037-M31-2H-6W-20-22cm-g106_Hwell_N1of1,DSDP-596-P037-M31-2H-6W-20-22cm-g106_obj00004,4,31.345,Chubby Trident
DSDP-596-P037-M31-2H-6W-20-22cm-g106_Hwell_N1of1,DSDP-596-P037-M31-2H-6W-20-22cm-g106_obj00005,5,31.345,Many Celled Central Complex Polygon
DSDP-596-P037-M31-2H-6W-20-22cm-g106_Hwell_N1of1,DSDP-596-P037-M31-2H-6W-20-22cm-g106_obj00006,6,31.345,GenLin
DSDP-596-P037-M32-2H-6W-40-42cm-g106_Hwell_N1of1,DSDP-596-P037-M32-2H-6W-40-42cm-g106_obj00001,1,32.4175,Generic Single Dimpled Complex Polygon
DSDP-596-P037-M32-2H-6W-40-42cm-g106_Hwell_N1of1,DSDP-596-P037-M32-2H-6W-40-42cm-g106_obj00002,2,32.4175,Two Dimpled Fan
DSDP-596-P037-M32-2H-6W-40-42cm-g106_Hwell_N1of1,DSDP-596-P037-M32-2H-6W-40-42cm-g106_obj00003,3,32.4175,GenGeo
DSDP-596-P037-M32-2H-6W-40-42cm-g106_Hwell_N1of1,DSDP-596-P037-M32-2H-6W-40-42cm-g106_obj00004,4,32.4175,GenLin
DSDP-596-P037-M32-2H-6W-40-42cm-g106_Hwell_N1of1,DSDP-596-P037-M32-2H-6W-40-42cm-g106_obj00005,5,32.4175,Trident with Rounded Base
DSDP-596-P037-M32-2H-6W-40-42cm-g106_Hwell_N1of1,DSDP-596-P037-M32-2H-6W-40-42cm-g106_obj00006,6,32.4175,Lopsided Trident
DSDP-596-P037-M32-2H-6W-40-42cm-g106_Hwell_N1of1,DSDP-596-P037-M32-2H-6W-40-42cm-g106_obj00007,7,32.4175,Asymmetrical Kite with Oval Center
DSDP-596-P037-M32-2H-6W-40-42cm-g106_Hwell_N1of1,DSDP-596-P037-M32-2H-6W-40-42cm-g106_obj00008,8,32.4175,Many Ridged Linear Fan
DSDP-596-P038-M33-2H-6W-45-47cm-g106_Hwell_N1of1,DSDP-596-P038-M33-2H-6W-45-47cm-g106_obj00003,3,32.68,GenLin
DSDP-596-P038-M33-2H-6W-45-47cm-g106_Hwell_N1of1,DSDP-596-P038-M33-2H-6W-45-47cm-g106_obj00004,4,32.68,Five Ridged Linear Fan
DSDP-596-P038-M33-2H-6W-45-47cm-g106_Hwell_N1of1,DSDP-596-P038-M33-2H-6W-45-47cm-g106_obj00008,8,32.68,Five Ridged Linear Fan
DSDP-596-P038-M33-2H-6W-45-47cm-g106_Hwell_N1of1,DSDP-596-P038-M33-2H-6W-45-47cm-g106_obj00009,9,32.68,Five Ridged Linear Fan
DSDP-596-P038-M33-2H-6W-45-47cm-g106_Hwell_N1of1,DSDP-596-P038-M33-2H-6W-45-47cm-g106_obj00012,12,32.68,Single Dimpled Octagon
DSDP-596-P038-M33-2H-6W-45-47cm-g106_Hwell_N1of1,DSDP-596-P038-M33-2H-6W-45-47cm-g106_obj00013,13,32.68,Helter Skelter
DSDP-596-P038-M33-2H-6W-45-47cm-g106_Hwell_N1of1,DSDP-596-P038-M33-2H-6W-45-47cm-g106_obj00016,16,32.68,Single Dimpled Pentagon
DSDP-596-P038-M34-2H-6W-50-53cm-g106_Hwell_N1of1,DSDP-596-P038-M34-2H-6W-50-53cm-g106_obj00001,1,32.96875,Many Celled Central Complex Polygon
DSDP-596-P038-M34-2H-6W-50-53cm-g106_Hwell_N1of1,DSDP-596-P038-M34-2H-6W-50-53cm-g106_obj00002,2,32.96875,Thin Ridged Kite
DSDP-596-P038-M34-2H-6W-50-53cm-g106_Hwell_N1of1,DSDP-596-P038-M34-2H-6W-50-53cm-g106_obj00003,3,32.96875,Wedged Branching Crown
DSDP-596-P038-M34-2H-6W-50-53cm-g106_Hwell_N1of1,DSDP-596-P038-M34-2H-6W-50-53cm-g106_obj00004,4,32.96875,Wedged Branching Crown
DSDP-596-P038-M34-2H-6W-50-53cm-g106_Hwell_N1of1,DSDP-596-P038-M34-2H-6W-50-53cm-g106_obj00005,5,32.96875,GenLin
DSDP-596-P038-M34-2H-6W-50-53cm-g106_Hwell_N1of1,DSDP-596-P038-M34-2H-6W-50-53cm-g106_obj00006,6,32.96875,Generic Single Dimpled Complex Polygon
DSDP-596-P038-M34-2H-6W-50-53cm-g106_Hwell_N1of1,DSDP-596-P038-M34-2H-6W-50-53cm-g106_obj00007,7,32.96875,GenLin
DSDP-596-P038-M34-2H-6W-50-53cm-g106_Hwell_N1of1,DSDP-596-P038-M34-2H-6W-50-53cm-g106_obj00009,9,32.96875,Generic Single Dimpled Complex Polygon
DSDP-596-P038-M34-2H-6W-50-53cm-g106_Hwell_N1of1,DSDP-596-P038-M34-2H-6W-50-53cm-g106_obj00011,11,32.96875,Trident
DSDP-596-P038-M34-2H-6W-50-53cm-g106_Hwell_N1of1,DSDP-596-P038-M34-2H-6W-50-53cm-g106_obj00012,12,32.96875,Generic Single Dimpled Complex Polygon
DSDP-596-P038-M34-2H-6W-50-53cm-g106_Hwell_N1of1,DSDP-596-P038-M34-2H-6W-50-53cm-g106_obj00013,13,32.96875,Branching and Flared Chunk
DSDP-596-P039-L51-2H-6W-57-59cm-g106_Hwell_N1of1,DSDP-596-P039-L51-2H-6W-57-59cm-g106_Hwell_N1of1_obj00017,17,33.31,Troughed Diamond
DSDP-596-P039-L51-2H-6W-57-59cm-g106_Hwell_N1of1,DSDP-596-P039-L51-2H-6W-57-59cm-g106_Hwell_N1of1_obj00024,24,33.31,GenLin
DSDP-596-P039-L51-2H-6W-57-59cm-g106_Hwell_N1of1,DSDP-596-P039-L51-2H-6W-57-59cm-g106_Hwell_N1of1_obj00003,3,33.31,Cruciform Fragment
DSDP-596-P039-L51-2H-6W-57-59cm-g106_Hwell_N1of1,DSDP-596-P039-L51-2H-6W-57-59cm-g106_Hwell_N1of1_obj00005,5,33.31,Lopsided Trident
DSDP-596-P039-L51-2H-6W-57-59cm-g106_Hwell_N1of1,DSDP-596-P039-L51-2H-6W-57-59cm-g106_Hwell_N1of1_obj00013,13,33.31,Asymmetrical Kite with Oval Center
DSDP-596-P039-L51-2H-6W-57-59cm-g106_Hwell_N1of1,DSDP-596-P039-L51-2H-6W-57-59cm-g106_Hwell_N1of1_obj00020,20,33.31,Generic Single Dimpled Complex Polygon
DSDP-596-P039-L51-2H-6W-57-59cm-g106_Hwell_N1of1,DSDP-596-P039-L51-2H-6W-57-59cm-g106_Hwell_N1of1_obj00014,14,33.31,Cruciform Fragment
DSDP-596-P039-L51-2H-6W-57-59cm-g106_Hwell_N1of1,DSDP-596-P039-L51-2H-6W-57-59cm-g106_Hwell_N1of1_obj00007,7,33.31,Skinny Pear Shaped Wedge
DSDP-596-P039-L51-2H-6W-57-59cm-g106_Hwell_N1of1,DSDP-596-P039-L51-2H-6W-57-59cm-g106_Hwell_N1of1_obj00011,11,33.31,Generic Kite
DSDP-596-P039-L51-2H-6W-57-59cm-g106_Hwell_N1of1,DSDP-596-P039-L51-2H-6W-57-59cm-g106_Hwell_N1of1_obj00002,2,33.31,Kite-Like
DSDP-596-P039-L51-2H-6W-57-59cm-g106_Hwell_N1of1,DSDP-596-P039-L51-2H-6W-57-59cm-g106_Hwell_N1of1_obj00033,33,33.31,z
DSDP-596-P040-M36-2H-6W-60-64cm-g106_Hwell_N1of1,DSDP-596-P040-M36-2H-6W-60-64cm-g106_obj00001,1,33.52,Skinny Pear Shaped Wedge
DSDP-596-P040-M36-2H-6W-60-64cm-g106_Hwell_N1of1,DSDP-596-P040-M36-2H-6W-60-64cm-g106_obj00002,2,33.52,Wavey Trident
DSDP-596-P040-M36-2H-6W-60-64cm-g106_Hwell_N1of1,DSDP-596-P040-M36-2H-6W-60-64cm-g106_obj00004,4,33.52,Trident
DSDP-596-P040-M36-2H-6W-60-64cm-g106_Hwell_N1of1,DSDP-596-P040-M36-2H-6W-60-64cm-g106_obj00005,5,33.52,Kite-Like
DSDP-596-P040-M37-2H-6W-66-68cm-g106_Hwell_N1of1,DSDP-596-P040-M37-2H-6W-66-68cm-g106_obj00002,2,33.7825,GenLin
DSDP-596-P040-M37-2H-6W-66-68cm-g106_Hwell_N1of1,DSDP-596-P040-M37-2H-6W-66-68cm-g106_obj00003,3,33.7825,GenLin
DSDP-596-P040-M37-2H-6W-66-68cm-g106_Hwell_N1of1,DSDP-596-P040-M37-2H-6W-66-68cm-g106_obj00004,4,33.7825,Trident
DSDP-596-P040-M37-2H-6W-66-68cm-g106_Hwell_N1of1,DSDP-596-P040-M37-2H-6W-66-68cm-g106_obj00006,6,33.7825,Extra Nubbed Trident
DSDP-596-P040-M37-2H-6W-66-68cm-g106_Hwell_N1of1,DSDP-596-P040-M37-2H-6W-66-68cm-g106_obj00008,8,33.7825,Trident
DSDP-596-P040-M37-2H-6W-66-68cm-g106_Hwell_N1of1,DSDP-596-P040-M37-2H-6W-66-68cm-g106_obj00009,9,33.7825,Stretched Minnie Indented Shell
DSDP-596-P040-M37-2H-6W-66-68cm-g106_Hwell_N1of1,DSDP-596-P040-M37-2H-6W-66-68cm-g106_obj00010,10,33.7825,Generic Single Dimpled Complex Polygon
DSDP-596-P040-M37-2H-6W-66-68cm-g106_Hwell_N1of1,DSDP-596-P040-M37-2H-6W-66-68cm-g106_obj00011,11,33.7825,Arrowhead
DSDP-596-P040-M37-2H-6W-66-68cm-g106_Hwell_N1of1,DSDP-596-P040-M37-2H-6W-66-68cm-g106_obj00012,12,33.7825,Four Ridged Linear Fan
DSDP-596-P040-M37-2H-6W-66-68cm-g106_Hwell_N1of1,DSDP-596-P040-M37-2H-6W-66-68cm-g106_obj00015,15,33.7825,Single Dimpled Hexagon
DSDP-596-P040-M37-2H-6W-66-68cm-g106_Hwell_N1of1,DSDP-596-P040-M37-2H-6W-66-68cm-g106_obj00018,18,33.7825,Many Ridged Linear Fan
DSDP-596-P041-M38-2H-6W-71-73cm-g106_Hwell_N1of1,DSDP-596-P041-M38-2H-6W-71-73cm-g106_obj00001,1,34.05,Trident
DSDP-596-P041-M38-2H-6W-71-73cm-g106_Hwell_N1of1,DSDP-596-P041-M38-2H-6W-71-73cm-g106_obj00002,2,34.05,Fusiform Dimpled Diamond
DSDP-596-P041-M38-2H-6W-71-73cm-g106_Hwell_N1of1,DSDP-596-P041-M38-2H-6W-71-73cm-g106_obj00003,3,34.05,Generic Single Dimpled Complex Polygon
DSDP-596-P041-M38-2H-6W-71-73cm-g106_Hwell_N1of1,DSDP-596-P041-M38-2H-6W-71-73cm-g106_obj00004,4,34.05,Two Dimpled Fan
DSDP-596-P041-M39-2H-6W-75-77cm-g106_Hwell_N1of1,DSDP-596-P041-M39-2H-6W-75-77cm-g106_obj00001,1,34.27,GenGeo
DSDP-596-P041-M39-2H-6W-75-77cm-g106_Hwell_N1of1,DSDP-596-P041-M39-2H-6W-75-77cm-g106_obj00002,2,34.27,GenLin
DSDP-596-P041-M39-2H-6W-75-77cm-g106_Hwell_N1of1,DSDP-596-P041-M39-2H-6W-75-77cm-g106_obj00003,3,34.27,Generic Kite
DSDP-596-P041-M39-2H-6W-75-77cm-g106_Hwell_N1of1,DSDP-596-P041-M39-2H-6W-75-77cm-g106_obj00004,4,34.27,GenLin
DSDP-596-P041-M39-2H-6W-75-77cm-g106_Hwell_N1of1,DSDP-596-P041-M39-2H-6W-75-77cm-g106_obj00005,5,34.27,Fusiform Dimpled Diamond
DSDP-596-P041-M39-2H-6W-75-77cm-g106_Hwell_N1of1,DSDP-596-P041-M39-2H-6W-75-77cm-g106_obj00006,6,34.27,Shallow Ridged Circle
DSDP-596-P041-M39-2H-6W-75-77cm-g106_Hwell_N1of1,DSDP-596-P041-M39-2H-6W-75-77cm-g106_obj00007,7,34.27,Five Ridged Linear Fan
DSDP-596-P041-M39-2H-6W-75-77cm-g106_Hwell_N1of1,DSDP-596-P041-M39-2H-6W-75-77cm-g106_obj00008,8,34.27,Trident
DSDP-596-P039-L52-2H-6W-81-83cm-g106_Hwell_N1of1,DSDP-596-P039-L52-2H-6W-81-83cm-g106_Hwell_N1of1_obj00010,10,34.6,Smooth
DSDP-596-P039-L52-2H-6W-81-83cm-g106_Hwell_N1of1,DSDP-596-P039-L52-2H-6W-81-83cm-g106_Hwell_N1of1_obj00005,5,34.6,Generic Kite
DSDP-596-P039-L52-2H-6W-81-83cm-g106_Hwell_N1of1,DSDP-596-P039-L52-2H-6W-81-83cm-g106_Hwell_N1of1_obj00013,13,34.6,Arrowhead
DSDP-596-P039-L52-2H-6W-81-83cm-g106_Hwell_N1of1,DSDP-596-P039-L52-2H-6W-81-83cm-g106_Hwell_N1of1_obj00022,22,34.6,Many Ridged Linear Fan
DSDP-596-P039-L52-2H-6W-81-83cm-g106_Hwell_N1of1,DSDP-596-P039-L52-2H-6W-81-83cm-g106_Hwell_N1of1_obj00014,14,34.6,Generic Single Dimpled Complex Polygon
DSDP-596-P039-L52-2H-6W-81-83cm-g106_Hwell_N1of1,DSDP-596-P039-L52-2H-6W-81-83cm-g106_Hwell_N1of1_obj00020,20,34.6,GenLin
DSDP-596-P039-L52-2H-6W-81-83cm-g106_Hwell_N1of1,DSDP-596-P039-L52-2H-6W-81-83cm-g106_Hwell_N1of1_obj00011,11,34.6,Generic Single Dimpled Complex Polygon
DSDP-596-P039-L52-2H-6W-81-83cm-g106_Hwell_N1of1,DSDP-596-P039-L52-2H-6W-81-83cm-g106_Hwell_N1of1_obj00015,15,34.6,GenLin
DSDP-596-P039-L52-2H-6W-81-83cm-g106_Hwell_N1of1,DSDP-596-P039-L52-2H-6W-81-83cm-g106_Hwell_N1of1_obj00019,19,34.6,Single Dimpled Pentagon
DSDP-596-P039-L52-2H-6W-81-83cm-g106_Hwell_N1of1,DSDP-596-P039-L52-2H-6W-81-83cm-g106_Hwell_N1of1_obj00021,21,34.6,Many Celled Central Complex Polygon
DSDP-596-P039-L52-2H-6W-81-83cm-g106_Hwell_N1of1,DSDP-596-P039-L52-2H-6W-81-83cm-g106_Hwell_N1of1_obj00030,30,34.6,Single Dimpled Hexagon
DSDP-596-P039-L52-2H-6W-81-83cm-g106_Hwell_N1of1,DSDP-596-P039-L52-2H-6W-81-83cm-g106_Hwell_N1of1_obj00016,16,34.6,Smooth
